Directory,勘誤,勘誤備註說明,序號,縣市 County,縣市及鄉鎮市區 County and Area,村里 Village,預計收容村里 Service Area,避難收容處所地址 Address,避難收容處所名稱 Shelter Name,適用災害類別 Disaster Categories,適合避難弱者安置 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,預計收容人數 Capacity,緯度,經度,管理人姓名,管理人電話,經緯度
,,,2759,南投縣,南投縣南投市,千秋里,千秋里,千秋路222號,千秋里災民收容所社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.893,120.706,里長陳建昌,049-2227180,"23.893,120.706"
,,,2760,彰化縣,彰化縣埤頭鄉,合興村,合興村 平原村,文鄉路135號,圖書館一樓,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,40,23.8933,120.4587,李麗月,48927904,"23.8933,120.4587"
,,,2761,彰化縣,彰化縣埤頭鄉,中和村,中和村 庄內村,溪林路284號,中和國小活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.8933,120.4587,鍾莉稠,48922117,"23.8933,120.4587"
,,,2762,彰化縣,彰化縣大城鄉,三豐村,三豐村,平康路13號,三豐社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,100,23.893532,120.299171,洪秋郎,8986158,"23.893532,120.299171"
,,,2763,彰化縣,彰化縣埤頭鄉,合興村,合興村,文鄉路161號,合興國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,50,23.894074,120.459432,洪于仁,04-8922030,"23.894074,120.459432"
,,,2764,彰化縣,彰化縣田尾鄉,北曾村,北曾村,福德巷359號,北曾社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,90,23.894834,120.53401,葉美麟,04-8832171133,"23.894834,120.53401"
,,,2765,南投縣,南投縣中寮鄉,爽文村,爽文村,龍南路190號,爽文社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.8949,120.7244,林永峰,049-2602430,"23.8949,120.7244"
,,,2766,南投縣,南投縣南投市,嘉和里,嘉和里嘉興里,嘉和一路232巷2號,嘉和里、嘉興里災民收容所嘉和里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,250,23.8955,120.6871,林聰輝,049-2231475,"23.8955,120.6871"
,,,2767,南投縣,南投縣南投市,嘉和里,嘉興里、嘉和里,嘉和一路232巷2號,嘉和里災民收容所嘉和里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,250,23.8955,120.6871,里長林聰輝,049-2234543,"23.8955,120.6871"
,,,2768,彰化縣,彰化縣芳苑鄉,路上村,全鄉,新上路12號,路上國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,150,23.8961,120.3283,謝木麟,04-8982014,"23.8961,120.3283"
,,,2769,彰化縣,彰化縣二林鎮,華崙里,全鎮,光復路73號,中興國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.8963,120.427,洪維振,04-8683458,"23.8963,120.427"
,,,2770,南投縣,南投縣中寮鄉,永芳村,永芳村,龍南路269-1號,永芳社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.8966,120.7145,曾盟富,049-2601938,"23.8966,120.7145"
,,,2771,彰化縣,彰化縣社頭鄉,美雅村,全鄉,彰化縣社頭鄉美雅村中山路1段172號,社頭鄉運動公園體育館,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,500,23.8968,120.5858,李雪娥,04-8732621,"23.8968,120.5858"
,,,2772,彰化縣,彰化縣田尾鄉,北鎮村,北鎮村,平和路二段151號,北鎮社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,78,23.897327,120.552144,葉美麟,04-8832171133,"23.897327,120.552144"
,,,2773,彰化縣,彰化縣田尾鄉,溪頂村,溪頂村,三溪路一段209號,溪頂社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,45,23.897399,120.508138,葉美麟,04-8832171133,"23.897399,120.508138"
,,,2774,彰化縣,彰化縣田尾鄉,田尾村,田尾村,光復路三段538巷1號,田尾社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,84,23.897399,120.508138,葉美麟,04-8832171133,"23.897399,120.508138"
,,,2775,彰化縣,彰化縣社頭鄉,仁雅村,社頭村,社斗路一段258號,社頭國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,否,否,300,23.897442,120.584451,蕭淑滿,04-8732621164,"23.897442,120.584451"
,,,2776,彰化縣,彰化縣二林鎮,豐田里,全鎮,斗苑路四段586號,二林鎮鎮立幼兒園,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,200,23.8976,120.3707,洪雅妮,04-8952421,"23.8976,120.3707"
,,,2777,彰化縣,彰化縣二林鎮,興華里,本里,中農路15號,興華社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,75,23.898143,120.366378,洪義當,48966058,"23.898143,120.366378"
,,,2778,彰化縣,彰化縣二林鎮,振興里,萬興里振興里永興里,二溪路6段626號,萬興國中,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,否,否,121,23.898143,120.366378,洪仲輝,48681593,"23.898143,120.366378"
,,,2779,彰化縣,彰化縣二林鎮,趙甲里,本里,鎮平巷1號,圓和宮,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,121,23.898143,120.366378,陳寬進,48961129,"23.898143,120.366378"
,,,2780,彰化縣,彰化縣二林鎮,頂厝里,本里,文明巷3號,民眾活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,121,23.898143,120.366378,洪旭照,48961062,"23.898143,120.366378"
,,,2781,彰化縣,彰化縣二林鎮,外竹里,外竹里,中南巷41-1號,育德國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,否,否,121,23.898143,120.366378,謝素絹,48968055,"23.898143,120.366378"
,,,2782,彰化縣,彰化縣二林鎮,梅芳里,梅芳里,太平路72-1號,梅芳社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,151,23.898143,120.366378,吳坤哲,48683288,"23.898143,120.366378"
,,,2783,彰化縣,彰化縣二林鎮,西庄里,西庄里,同安巷80-1號,慈靈宮,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,227,23.898143,120.366378,洪漢中,48682046,"23.898143,120.366378"
,,,2784,彰化縣,彰化縣二林鎮,後厝里,本里,新榮巷1-2號,廣福宮,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,303,23.898143,120.366378,陳美智,48967723,"23.898143,120.366378"
,,,2785,彰化縣,彰化縣二林鎮,東興里,本里,福建巷45-1號,東興社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,303,23.898143,120.366378,洪火輪,48956015,"23.898143,120.366378"
,,,2786,南投縣,南投縣魚池鄉,東池村,東池村,新店巷35號,麒麟宮代化堂集會所,"水災-Flooding,地震-Earthquake",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.8983,120.9396,王燕聰,049-2896817,"23.8983,120.9396"
,,,2787,彰化縣,彰化縣埤頭鄉,永豊村,永豐村,東西路621號,永豐社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,室外 Outdoor,25,23.898467,120.450794,陳聰典,04-8923001,"23.898467,120.450794"
,,,2788,彰化縣,彰化縣田尾鄉,新興村,新興村,新興路280號,新興社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,90,23.898593,120.558394,葉美麟,04-8832171133,"23.898593,120.558394"
,,,2789,南投縣,南投縣魚池鄉,魚池村,魚池村,瓊文巷41號,魚池國小,"水災-Flooding,地震-Earthquake",否 No,室內 Indoor,室外 Outdoor,300,23.899,120.9373,尤長盛,049-2895537,"23.899,120.9373"
,,,2790,南投縣,南投縣魚池鄉,共和村,共和村,長興巷8之11號,長興長寮尾活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,50,23.8992,120.9533,陳慶煌,049-2880168,"23.8992,120.9533"
,,,2791,南投縣,南投縣中寮鄉,龍安村,龍安村,龍南路94-5號,龍安社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.8996,120.7592,廖振添,049-2601314,"23.8996,120.7592"
,,,2792,花蓮縣,花蓮縣壽豐鄉,月眉村,月眉村,月眉路三段108號,月眉活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,53,23.8996,121.554,黃明輝,03-8631116,"23.8996,121.554"
,[完成勘誤] 位置有誤,"建議經緯度為: 24.20185175189539, 120.56780231173092",2793,臺中市,臺中市沙鹿區,三鹿里,三鹿里,三鹿里自強路293號,三鹿社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,224,23.899861,120.364822,陳和利,04-26358251,"23.899861,120.364822"
,,,2794,彰化縣,彰化縣二林鎮,豐田里,全鎮,彰化縣二林鎮豐田里斗苑路五段22號,二林國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,200,23.8999,120.3716,陳瑞吉,04-8960057#701,"23.8999,120.3716"
,,,2795,彰化縣,彰化縣二林鎮,南光里,全鎮,建興街80號,中正國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.8999,120.3773,林福榮,04-8960145,"23.8999,120.3773"
,,,2796,彰化縣,彰化縣田尾鄉,新厝村,新厝村,光明巷54號,新厝社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,30,23.899999,120.503867,葉美麟,04-8832171133,"23.899999,120.503867"
,,,2797,彰化縣,彰化縣二林鎮,原斗里,全鎮,斗苑路一段865號,原斗國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.9005,120.3754,蔡忠課,04-8902322,"23.9005,120.3754"
,,,2798,彰化縣,彰化縣社頭鄉,廣興村,廣興村,中興路1號,社頭國中,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,否,否,300,23.901267,120.582081,蕭淑滿,04-8732621164,"23.901267,120.582081"
,,,2799,彰化縣,彰化縣田尾鄉,新厝村,仁里、新厝、溪頂、豐田,中正路二段101號,仁豐國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.902513,120.508227,鄭全永,04-8830347,"23.902513,120.508227"
,,,2800,南投縣,南投縣南投市,三和里,三和里,彰南路一段992號,三和里災民收容所里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,250,23.9026,120.6859,里長吳志鵬,049-2225041,"23.9026,120.6859"
,,,2801,彰化縣,彰化縣田尾鄉,豐田村,豐田村,光復路四段114號,豐田社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,60,23.903422,120.510873,葉美麟,04-8832171133,"23.903422,120.510873"
,,,2802,南投縣,南投縣南投市,三興里,三興里,彰南路一段993號,三興里災民收容所南投高商活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,250,23.9039,120.6853,校長何景標,049-2222269,"23.9039,120.6853"
,,,2803,彰化縣,彰化縣田尾鄉,打簾村,打簾村,民生路一段245號,打簾社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,60,23.904866,120.529979,葉美麟,04-8832171133,"23.904866,120.529979"
,,,2804,花蓮縣,花蓮縣壽豐鄉,志學村,志學村,中正路120巷13號,志學活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,40,23.9053,121.5322,徐琬玲,03-8661800,"23.9053,121.5322"
,,,2805,南投縣,南投縣南投市,崇文里,崇文里,彰南路一段1059號,崇文里災民收容所南投國小活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,250,23.9058,120.6839,吳欲豐,049-2222038,"23.9058,120.6839"
,,,2806,南投縣,南投縣南投市,南投里,彰仁里、崇文里,彰南路一段1059號,彰仁里災民收容所南投國小活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,250,23.9058,120.6839,校長吳欲豐,049-2222038,"23.9058,120.6839"
,,,2807,南投縣,南投縣魚池鄉,新城村,新城村,通文巷8號,新城村避難所,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,50,23.9059,120.9259,沈華儷,049-2899669,"23.9059,120.9259"
,,,2808,南投縣,南投縣中寮鄉,永平村,永平村,永平路316號,中寮國小活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.906,120.8067,簡烈堂,049-2691322,"23.906,120.8067"
,,,2809,彰化縣,彰化縣永靖鄉,新莊村,新莊村,永社路75-1號,新莊社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,26,23.906852,120.553913,詹日新,8224149,"23.906852,120.553913"
,,,2810,彰化縣,彰化縣永靖鄉,瑚璉村,瑚璉村,錫壽路123號,永靖國中,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,472,23.906852,120.553913,陳玉春,8221191-283,"23.906852,120.553913"
,,,2811,彰化縣,彰化縣二林鎮,原斗里,原斗里,中正巷13號,原斗社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,10,23.907276,120.436185,廖忠誠,8902022,"23.907276,120.436185"
,,,2812,彰化縣,彰化縣二林鎮,西斗里,西斗里,再發路46號,西斗社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,12,23.907276,120.436185,蔡淑芬,8903877,"23.907276,120.436185"
,,,2813,彰化縣,彰化縣二林鎮,東和里,東和里,照西路176巷1號,東和里集會所,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,18,23.907276,120.436185,洪桂昌,48961005,"23.907276,120.436185"
,,,2814,彰化縣,彰化縣二林鎮,大永里,大永里,大永路17號,大永社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,91,23.907276,120.436185,莊德雄,8902596,"23.907276,120.436185"
,,,2815,彰化縣,彰化縣二林鎮,東勢里,東勢里,面前巷2號,東勢社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,91,23.907276,120.436185,葉見智,8902421,"23.907276,120.436185"
,,,2816,彰化縣,彰化縣二林鎮,萬合里,萬合里,成田巷2號之4,新興宮,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,136,23.907276,120.436185,陳俊男,8904637,"23.907276,120.436185"
,,,2817,彰化縣,彰化縣二林鎮,復豐里,復豐里,漏瑤巷30號,復豐社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,151,23.907276,120.436185,曾進賜,8903832,"23.907276,120.436185"
,難字無法顯示-地名,,2818,彰化縣,彰化縣二林鎮,東華里,東華里,路東巷1-23號,慈聖?,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,200,23.907276,120.436185,曾文昌,8902114,"23.907276,120.436185"
,,,2819,彰化縣,彰化縣二林鎮,南光里,本里,懷仁街8號,南光社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,200,23.907276,120.436185,洪淑女,48961006,"23.907276,120.436185"
,,,2820,南投縣,南投縣仁愛鄉,中正村,中正村,光明路58號,中正村社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.907318,120.98989,高金水,049-2926534,"23.907318,120.98989"
,,,2821,彰化縣,彰化縣社頭鄉,朝興村,朝興村仁和村泰安村,社石路91號,朝興國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,否,否,200,23.908289,120.604063,蕭淑滿,04-8732621164,"23.908289,120.604063"
,,,2822,南投縣,南投縣魚池鄉,大雁村,大雁村,山楂腳巷16-1號,養靈社區活動養靈社區活動中心山楂腳,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,25,23.9089,120.9149,謝棟漢,049-2896856,"23.9089,120.9149"
,,,2823,南投縣,南投縣南投市,振興里,振興里,振興巷29巷18號,振興里災民收容所里辦公處,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.9095,120.6961,里長廖國清,049-2222483,"23.9095,120.6961"
,,,2824,南投縣,南投縣南投市,仁和里,仁和里,民生街33-3號,仁和里災民收容所市區7里聯合辦公處,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.9101,120.6858,李秋香,2237153,"23.9101,120.6858"
,,,2825,南投縣,南投縣南投市,仁和里,南投里,民生街33之3號,南投里災民收容所市區七里聯合辦公處,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.9101,120.6858,里長劉同源,049-2244089,"23.9101,120.6858"
,,,2826,南投縣,南投縣南投市,三民里,三民里,建國路137號,三民里災民收容所南投高中,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,300,23.9105,120.6809,校長黃國軒,049-2231175,"23.9105,120.6809"
,,,2827,彰化縣,彰化縣永靖鄉,湳港村,湳港,湳港村永社路205號,湳港社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,230,23.910928,120.548393,詹慶豐,8221147,"23.910928,120.548393"
,,,2828,彰化縣,彰化縣永靖鄉,五福村,五福,五福村五福巷99-1號,五福社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,67,23.911429,120.541084,高芳熙,8225153,"23.911429,120.541084"
,,,2829,彰化縣,彰化縣田尾鄉,溪畔村,溪畔村,溪畔巷157號,溪畔社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,36,23.912249,120.536106,葉美麟,04-8832171133,"23.912249,120.536106"
,,,2830,南投縣,南投縣南投市,福山里,福山里,八卦路521之12號,福山里災民收容所社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.9131,120.6376,莊明崇,049-229208,"23.9131,120.6376"
,,,2831,南投縣,南投縣南投市,平和里,平和里,育樂路62號,平和里災民收容所平和國小活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,250,23.9132,120.6912,校長吳錦謀,049-2222028,"23.9132,120.6912"
,,,2832,南投縣,南投縣南投市,康壽里,龍泉里,南陽路269號,龍泉里災民收容所康壽國小活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.9133,120.6863,江坤鋕,049-2243457,"23.9133,120.6863"
,,,2833,南投縣,南投縣南投市,康壽里,康壽里,南陽路269號,康壽里災民收容所康壽國小活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.9133,120.6863,江坤鋕,049-2243457,"23.9133,120.6863"
,,,2834,南投縣,南投縣南投市,漳和里,漳和里,文化路532號,漳和里災民收容所漳和里活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.9134,120.6738,張幸生,2242848,"23.9134,120.6738"
,,,2835,南投縣,南投縣南投市,漳和里,漳和里,祖祠路361號,漳和里災民收容所南投國中活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,250,23.9137,120.6769,校長戴國華,049-2222549,"23.9137,120.6769"
,,,2836,南投縣,南投縣仁愛鄉,法治村,法治村,界山巷62號,武界基督長老教會,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,200,23.913769,121.042737,蔓蔻蔻烏莎斯,2974133分機13,"23.913769,121.042737"
,,,2837,彰化縣,彰化縣永靖鄉,港西村,港西,福德巷36-1號,港西社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,34,23.914104,120.541515,黃銀砂,8223811,"23.914104,120.541515"
,,,2838,南投縣,南投縣南投市,漳興里,漳興里,漳興巷51號,漳興里災民收容所社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,200,23.9146,120.681,里長謝慶同,049-2227563,"23.9146,120.681"
,,,2839,南投縣,南投縣魚池鄉,大雁村,大雁村,大雁巷2-1號,大雁村集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,25,23.9166,120.9193,謝棟漢,049-2896856,"23.9166,120.9193"
,,,2840,彰化縣,彰化縣埤頭鄉,豊崙村,豐崙村,校前路50號,豐崙國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.9172,120.4602,周玲玲,48922117,"23.9172,120.4602"
,,,2841,彰化縣,彰化縣田尾鄉,陸豐村,海豐、陸豐、柳鳳,民生路3段200號,陸豐國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,120,23.917345,120.505044,蒲聰閔,04-8222563#13,"23.917345,120.505044"
,,,2842,彰化縣,彰化縣永靖鄉,永南村,永南村,永西路155號,永南社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,37,23.918325,120.542396,周及,04-8231035,"23.918325,120.542396"
,,,2843,彰化縣,彰化縣永靖鄉,福興村,福興村,福興村中肚巷52號,福興社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,37,23.918644,120.513506,江錦文,8222265,"23.918644,120.513506"
,,,2844,彰化縣,彰化縣社頭鄉,橋頭村,橋頭村湳底村新厝村,員集路三段528號,橋頭國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,否,否,300,23.9187,120.579834,蕭淑滿,04-8732621164,"23.9187,120.579834"
,,,2845,彰化縣,彰化縣田尾鄉,海豐村,海豐村,中正路三段271號,沛霖宮,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,80,23.918704,120.498374,葉美麟,04-8832171133,"23.918704,120.498374"
,,,2846,彰化縣,彰化縣永靖鄉,獨鰲村,獨鰲村,獨鰲路192巷1-9號,獨鰲社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,116,23.919024,120.531449,江洽如,8248369,"23.919024,120.531449"
,,,2847,南投縣,南投縣魚池鄉,共和村,共和村,五馬巷57-1號,共和國小,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,75,23.9192,120.9663,謝永義,049-2880608,"23.9192,120.9663"
,,,2848,花蓮縣,花蓮縣壽豐鄉,池南村,池南村,池南路2段17號,池南活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,53,23.9197,121.506,沈佩儀,03-8641008,"23.9197,121.506"
,,,2849,彰化縣,彰化縣永靖鄉,浮圳村,浮圳村,浮圳路409號,浮圳社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,45,23.920049,120.560075,游世庭,8221708,"23.920049,120.560075"
,,,2850,彰化縣,彰化縣社頭鄉,湳雅村,湳雅村協和村平和村龍井村,山腳路三段395號,湳雅國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,否,否,300,23.920353,120.601444,蕭淑滿,04-8732621164,"23.920353,120.601444"
,,,2851,彰化縣,彰化縣永靖鄉,崙美村,崙美村,獨鰲路270巷8-1號,崙美社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,96,23.920355,120.538616,胡文權,8223100,"23.920355,120.538616"
,,,2852,南投縣,南投縣南投市,軍功里,軍功里,軍功路140巷76號,軍功里災民收容所里活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.9208,120.7003,里長廖永裕,049-2237088,"23.9208,120.7003"
,,,2853,彰化縣,彰化縣芳苑鄉,後寮村,全鄉,芳寮路30號,後寮國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,150,23.9209,120.3417,陳強聲,04-8983184,"23.9209,120.3417"
,,,2854,彰化縣,彰化縣田尾鄉,陸豐村,陸豐村,陸豐路48號,陸豐社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,45,23.920935,120.50099,葉美麟,04-8832171133,"23.920935,120.50099"
,,,2855,彰化縣,彰化縣社頭鄉,張厝村,張厝村,張厝村大圳巷9-6號,張厝村集會所,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,50,23.920935,120.50099,蕭淑滿,04-8732621164,"23.920935,120.50099"
,,,2856,南投縣,南投縣南投市,平山里,平山里,平山二路47巷2號,平山里災民收容所平山里辦公處,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.921,120.6749,里長吳繼全,049-2260565,"23.921,120.6749"
,,,2857,彰化縣,彰化縣永靖鄉,永北村,永北村,永福路一段12號,甘霖宮,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,50,23.92112,120.541331,朱祐亮,04-8223408,"23.92112,120.541331"
,,,2858,南投縣,南投縣中寮鄉,福盛村,福盛村,永樂路88-8號,福盛社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.9236,120.7318,張添福,049-2691561,"23.9236,120.7318"
